test_id,세트,유형,난이도,family,pass_fail,actual_route,response_status,postgres_used,enterprise_rag_used,latency_ms,failure_reasons,user_query,기대_답변,response_text
Test 22,5차 마스터,퇴직연금규약 절차,중,Legal,PASS,document+law,success,False,True,15367.7,[],"회사에서 퇴직연금규약을 새로 만들거나 변경하려고 준비 중입니다. 이때 근로자대표의 의견을 듣는 것과 동의를 받는 절차가 법적으로 어떻게 다르며, 규약을 변경하는 주된 원인은 무엇인지 설명서에 입각하여 알려주세요.",동의는 규약 제정·변경 사항에 대해 반드시 동의 표시를 받아야 하는 강제성 절차. 의견청취는 근로자대표의 생각을 듣는 절차로 반드시 그 의견에 따라야 하는 것은 아님. 직원 과반수로 구성된 노동조합(없는 경우 직원 과반수)의 의견 청취 및 동의를 거쳐 고용노동부에 신고해야 함.,"네, 퇴직연금규약을 새로 만들거나 변경할 때 근로자대표의 의견을 듣는 것과 동의를 받는 절차는 법적으로 다릅니다.

1. **근로자대표의 동의**: 근로자퇴직급여 보장법 제4조에 따르면, 퇴직급여제도를 설정하거나 변경하려는 경우, 근로자의 과반수가 가입한 노동조합이 있는 경우 그 노동조합의 동의를 받아야 합니다. 만약 노동조합이 없다면, 근로자 과반수의 동의를 받아야 합니다. 이는 퇴직급여제도의 기본적인 틀을 결정하는 중요한 사항이므로 반드시 동의를 받아야 합니다.

2. **근로자대표의 의견 청취**: 이미 설정된 퇴직급여제도의 내용을 변경하려는 경우, 근로자에게 불리하게 변경하는 것이 아니라면 근로자대표의 의견을 들으면 됩니다. 그러나 근로자에게 불리하게 변경하려면 근로자대표의 동의를 받아야 합니다. 이는 퇴직급여제도의 세부 사항을 조정하는 경우에 해당합니다.

규약을 변경하는 주된 원인은 다양할 수 있지만, 일반적으로 다음과 같은 이유가 있을 수 있습니다:

- **제도 전환**: 예를 들어, 확정급여형(DB)에서 확정기여형(DC)으로 퇴직연금 제도를 변경하고자 할 때, 이는 중도인출 목적이나 임금피크제 등의 이유로 이루어질 수 있습니다. (참고: doc13.pdf, doc15.pdf)

- **법적 요구사항 준수**: 퇴직연금규약을 준수하지 않을 경우, 500만원 이하의 과태료가 부과될 수 있으므로 이를 피하기 위해 규약을 수정할 필요가 있을 수 있습니다. (참고: doc12.pdf)

이와 같은 법적 요구사항과 회사 내부의 필요에 따라 퇴직연금규약의 신설 및 변경이 이루어집니다."
Test 23,5차 마스터,평균임금 산정 예외,상,Other,PASS,document+law,success,False,True,19027.9,[],"DB형 퇴직연금의 퇴직급여 계산에 활용되는 평균임금을 산정하려고 합니다. 근로자가 수습 기간 중에 있거나 회사의 귀책사유로 휴업한 기간, 혹은 출산전후휴가나 육아휴직을 다녀온 기간도 평균임금 계산에 다 합산되어 퇴직금이 깎이게 되나요? 산정 기간에서 제외해야 하는 법적 사유가 있다면 알려주세요.",평균임금 계산 시 산정 기간 및 임금 총액에서 제외: ① 수습 시작일로부터 3개월 이내 ② 사용자 귀책사유 휴업 ③ 출산전후휴가 및 유산·사산 휴가 ④ 업무상 부상·질병 요양 휴업 ⑤ 육아휴직 ⑥ 쟁의행위 기간.,"사용자님의 질문에 대한 정확한 답변을 제공하기 위해 추가적인 정보가 필요합니다. 제공된 자료에 따르면, 퇴직연금 DB형에서 평균임금 산정 시 특정 기간들이 제외되는지에 대한 명확한 규정이 포함되어 있지 않습니다. 다만, 근로자퇴직급여 보장법과 관련 법령에 따라 평균임금 산정 시 일부 기간들이 제외될 수 있다는 점은 확인할 수 있습니다.

일반적으로 수습 기간, 회사의 귀책사유로 인한 휴업 기간, 출산 전후 휴가 및 육아휴직 등은 평균임금 산정 시 포함될 수 있습니다. 그러나 구체적인 제외 사유는 회사의 퇴직연금 규약이나 관련 법령에 따라 달라질 수 있으므로, 정확한 정보를 확인하기 위해서는 재직 중인 회사의 인사팀이나 퇴직연금 담당 부서에 문의하시는 것이 좋습니다.

따라서, 제공된 자료를 바탕으로 한 답변은 다음과 같습니다:
- 수습 기간, 회사의 귀책사유로 인한 휴업 기간, 출산 전후 휴가 및 육아휴직 등은 일반적으로 평균임금 산정에 포함됩니다.
- 정확한 제외 사유는 회사의 퇴직연금 규약이나 관련 법령에 따라 다를 수 있으므로, 재직 중인 회사의 인사팀이나 퇴직연금 담당 부서에 확인하는 것이 필요합니다."
Test 24,5차 마스터,가입자 교육 의무·과태료,중,Document,PASS,document,success,False,True,15297.7,[],저희 기업에서 퇴직연금 제도를 새로 가동하기 시작했습니다. 매년 실시해야 하는 가입자 교육을 바빠서 그냥 건너뛰거나 사내 게시판에 서면으로 올리는 것만으로 갈음할 수 있나요? 교육을 진행하지 않았을 때 부과되는 과태료 수준과 함께 답변해 주세요.,"퇴직연금 제도를 운영하는 회사는 매년 1회 이상 가입자 교육을 반드시 실시해야 함. 미실시 사용자에게는 1,000만 원 이하 과태료가 부과됨. 교육 방식은 서면, 이메일, 집합교육, 온라인 교육이 가능하며 실무적으로 공통교육과 추가교육을 통합해 전산망에 게시하는 방식으로도 이행 가능.","아닙니다. 퇴직연금 가입자 교육은 반드시 매년 1회 이상 실시해야 하며, 이를 위반할 경우 최대 1천만 원 이하의 과태료가 부과될 수 있습니다. 사내 게시판에 서면으로 올리는 것만으로는 충분하지 않으며, 다음과 같은 다양한 방식으로 교육을 진행해야 합니다:

1. **사내 전산망 또는 사업장에 교육 자료를 상시 게시**하거나,
2. **서면, 전자우편 등을 통한 교육자료 발송**, 
3. **연수, 회의, 강의 등의 집합교육**,
4. **정보통신망을 활용한 온라인 교육**

따라서, 교육을 바빠서 건너뛰거나 단순히 게시판에 올리는 것만으로는 법적 요구사항을 충족할 수 없습니다. 교육 실시 기록을 보존하고 필요 시 관련 자료를 제출할 수 있도록 준비해야 합니다."
Test 25,5차 마스터,가입자 공통교육 내용,상,Document,PASS,document,success,False,True,13886.4,[],퇴직연금 가입자 교육 시 근로자들에게 필수적으로 알려주어야 하는 '공통교육' 항목에는 퇴직 시의 자금 처리나 세금 부과 체계 등 어떤 구체적인 내용들이 포함되어야 하나요? 설명서 상에 기재된 공통교육 의무 내용을 요약해 주세요.,"공통교육 필수 내용: 제도별 특징 및 급여 수급요건, 담보대출·중도인출·지연이자 등 제도 운영 사항, 퇴직 시 급여 지급절차 및 IRP 등으로의 적립금 이전, 연금소득세·퇴직소득세 등 과세 체계, 가입자 나이·근속연수를 고려한 자산·부채관리 일반 원칙.","퇴직연금 가입자 교육 시 근로자들에게 필수적으로 알려주어야 하는 '공통교육' 항목에는 다음과 같은 내용이 포함되어야 합니다:

1. **급여 종류에 관한 사항**: 제도별 특징 및 차이점을 설명합니다.
2. **수급요건 및 급여액**: 각 제도의 급여 지급 절차와 조건을 설명합니다.
3. **담보대출, 중도인출, 지연이자 등 운영 사항**: 퇴직연금제도의 주요 운영 절차를 다룹니다.
4. **임금 기준 사항**: 급여 또는 부담금 산정의 기준이 되는 임금 등에 대해 설명합니다.
5. **퇴직 시 급여 지급 절차**: 개인형퇴직연금계정 등으로의 적립금 이전 과정을 포함합니다.
6. **과세 체계**: 연금소득세, 퇴직소득세 등 세금 부과 체계를 설명합니다.
7. **제도 중단/폐지 처리 방법**: 퇴직연금제도의 중단이나 폐지에 따른 처리 절차를 안내합니다.
8. **자산·부채 관리 및 노후 설계의 중요성**: 가입자의 경제적 상황을 고려한 자산 관리와 노후 준비의 중요성을 강조합니다.

이러한 내용들은 근로자들이 퇴직연금 제도를 이해하고, 퇴직 시 자금을 효과적으로 관리하는 데 필수적인 정보를 제공합니다. 출처: 참고 자료 4, 페이지 2."
Test 26,5차 마스터,DB 재정검증 최소적립비율,최상,Document,PASS,document,success,False,True,11267.2,[],"확정급여형(DB) 퇴직연금 제도를 운영하는 사용자(회사)가 급여지급능력 확보를 위해 매 사업연도 말 적립해야 하는 '최소적립비율'은 몇 %인가요? 만약 재정검증결과 이 수준에 미달하게 될 경우, 퇴직연금 사업자가 회사에 어떤 조치를 취하게 되나요?","2022년 이후 DB 제도의 법정 최소적립비율은 100%. 재정검증결과 최소적립기준금액에 미달하면 퇴직연금 사업자는 적립금 부족 여부, 부담금 납입 현황 및 부족 해소 현황 등을 사용자에게 서면으로 안내해야 함.","맞습니다. 확정급여형(DB) 퇴직연금 제도를 운영하는 회사는 급여지급능력 확보를 위해 매 사업연도 말 기준책임준비금에 최소적립비율을 곱하여 산출한 금액 이상을 적립금으로 적립해야 합니다. 2022년 이후 최소적립비율은 100%입니다.

만약 재정검증 결과 적립비율이 이 수준에 미달하게 될 경우, 퇴직연금 사업자는 근로자퇴직급여 보장법 제16조 및 동법 시행령 제22조에 따라 매 사업연도 종료 후 6개월 이내에 재정검증을 수행하고 그 결과를 회사에 통보해야 합니다. 또한, 재정검증결과가 최소적립기준금액 미달 시 적립금의 부족 여부, 적립금 및 부담금 납입 현황 등을 확인하여 필요한 조치를 취하게 됩니다."
Test 27,5차 마스터,DB 지급누계 25% 예외,최상,Document,PASS,document,success,False,True,26720.8,[],"재정검증결과 적립비율이 100% 미만인 상태에서 전액지급을 진행하던 단체에 '지급누계비율 25% 이상 도달'이라는 예외 조건이 발생했습니다. 이 경우 퇴직급여 지급 방식은 어떻게 변경되며, 이 제도가 실무적으로 퇴직자들에게 어떤 보호 장치 역할을 하나요?",지급누계비율이 25% 이상에 도달한 시점에서 적립비율을 다시 산정하고 가입자들에게 동일한 적립비율로만 비율지급하도록 제한. 먼저 신청한 가입자만 전액 지급받아 뒤늦게 신청한 가입자가 급여를 받지 못하는 리스크를 방지하는 보호 장치.,"아닙니다. 재정검증 결과 적립비율이 100% 미만인 상태에서 전액지급을 진행하던 단체에 '지급누계비율 25% 이상 도달'이라는 예외 조건이 발생한 경우, 퇴직급여 지급 방식에 대한 변경 내용은 제공된 자료에 명시되어 있지 않습니다. 따라서 확인되지 않았습니다.

이 제도가 실무적으로 퇴직자들에게 어떤 보호 장치 역할을 하는지에 대해 설명드리겠습니다. 퇴직연금 제도는 근로자가 퇴직할 때 안정적인 퇴직급여를 받을 수 있도록 회사가 퇴직금을 금융기관에 적립하는 제도입니다. 특히, 재정검증 과정을 통해 적립금이 법정 최소적립금 이상인지 확인하며, 이를 통해 퇴직급여의 안정성을 보장합니다. 만약 재정검증 결과 적립비율이 미달될 경우, 적립금의 부족 여부와 납입 현황 등을 파악하여 필요한 조치를 취하게 됩니다. 이러한 과정은 퇴직자들이 퇴직 시 예상치 못한 재정적 어려움을 겪지 않도록 보호하는 역할을 합니다.

따라서 퇴직연금 제도는 재정검증을 통해 적립금의 적정성을 확인하고, 이를 통해 퇴직급여의 안정성을 보장함으로써 퇴직자들의 재정적 안정을 도모하는 중요한 사회적 안전망 역할을 수행합니다. 제공된 자료에서는 퇴직연금 제도의 의무 설정, 적립 및 운용 방식, 그리고 재정검증 절차 등을 통해 이러한 보호 장치가 어떻게 작동하는지를 설명하고 있습니다.

출처: doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc15.pdf, 페이지 1; doc31.pdf, 페이지 4; doc6.docx, 문서 1; doc29.xlsx, 시트 자주 묻는 질문; doc55.docx, 문서 1; doc11.pdf, 페이지 1; doc13.pdf, 페이지 3; doc29.xlsx, 시트 자주 묻는 질문; doc6.docx, 문서 1; doc45.docx, 문서 1; doc55.docx, 문서 1; doc11.pdf, 페이지 1;"
Test 28,5차 마스터,상품 용어·편입비율,중,Product,PASS,product+law,clarify,True,False,7066.8,[],"'미래에셋아세안셀렉트Q연금저축증권전환형자투자신탁1호(주식)' 상품의 투자설명서에 명시된 '소비자 관련주'의 법적 정의가 무엇이며, 이 상품이 해당 관련 주식에 투자해야 하는 최소 비율(%) 규정은 어떻게 되는지 정확한 원문을 들어 명시해 주세요.","‘소비자 관련주’는 소비자를 위한 재화나 용역을 생산 또는 제공하는 기업의 주식. 해당 투자신탁은 소비자관련주 투자를 80% 이상으로 유지해야 하며, 편입 시 소비자관련주였으나 사후 제외된 주식도 예외적으로 편입 유지 가능.","요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 확인하려는 상품명.
- 어떤 상품을 말씀하시는지 상품명을 알려주세요."
Test 29,5차 마스터,상품 운용제한 수치,최상,Product,PASS,product,success,True,True,2172.5,[],투자설명서에서 규정하고 있는 퇴직연금 채권형 펀드의 '채권관련 장내파생상품매매에 따른 위험평가액' 제한 비율은 자산총액 대비 몇 % 이내인가요? 그리고 사모집합투자기구(사모펀드)의 집합투자증권에 대한 투자 한도는 펀드 자산총액의 최대 몇 %로 통제되는지 가이드를 제시해 주세요.,채권관련 장내파생상품매매에 따른 위험평가액은 자산총액에서 부채총액을 뺀 가액의 100%를 초과할 수 없음. 사모집합투자기구의 집합투자증권 투자 한도는 이 투자신탁 자산총액의 5% 이내.,"다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
Test 30,5차 마스터,VPC 네트워크 규격,상,Infrastructure,PASS,document,success,False,True,12486.9,[],"네이버클라우드 가상 환경 상에서 연금 Agent API를 가동할 서버용 VPC를 신규 개설하려고 합니다. 플랫폼 가이드 상에서 공식 지원하는 RFC1918 사설 IP 주소 범위 3가지 대역과, Netmask(넷마스크) 설정 시 가용 가능한 최소 및 최대 비트(/) 규격을 알려주세요.","지원 사설 IP 대역: 10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16. Netmask 가용 범위는 최소 /28에서 최대 /16까지.","죄송합니다만, 현재 제공된 문서들에서는 네이버클라우드 가상 환경 상에서 연금 Agent API를 가동할 서버용 VPC를 신규 개설할 때 필요한 RFC1918 사설 IP 주소 범위 3가지 대역과, Netmask(넷마스크) 설정 시 가용 가능한 최소 및 최대 비트(/) 규격에 대한 정보를 찾을 수 없습니다.

일반적으로 RFC1918 주소 대역은 다음과 같습니다:
1. 10.0.0.0/8
2. 172.16.0.0/12
3. 192.168.0.0/16

그리고 Netmask 설정 시 가용 가능한 최소 비트는 /24이고, 최대 비트는 네트워크 구조에 따라 다르지만 일반적으로 /16에서 /28 사이를 사용합니다.

이 정보는 네이버클라우드 플랫폼 가이드나 관련 문서를 통해 확인하시는 것이 좋습니다. 정확한 정보를 위해 네이버클라우드 공식 문서를 참고하시거나 고객 지원팀에 문의하시기 바랍니다."
Test 31,6차 마스터,세제 연산 Engine,상,Calculation,PASS,calculation,success,False,True,14866.1,[],"""올해 만기된 ISA(개인자산관리계좌) 자금 중 3,000만 원을 IRP 계좌로 전환하여 입금했습니다. 올해 이 계좌에 다른 일반 납입금은 전혀 넣지 않았는데, 당해 연도에 제가 받을 수 있는 최대 세액공제 가능 금액은 얼마인가요? 계산식과 함께 원리를 알려주세요.""","• 당해 연도 최대 세액공제 가능금액은 300만 원입니다 .
• 계산 원리:
• 일반 납입금에 대한 세액공제는 없으나, 만기 ISA 전환 입금액이 있는 경우 전환 금액의 10%(최대 300만 원 한도)까지 추가 세액공제가 가능합니다 .
• 만기 ISA 전환 금액은 일반 납입금과 따로 관리되지만, 일반 납입이 없는 경우에도 ISA 전환 입금액을 활용해 세액공제를 적용받을 수 있습니다 .","만기 ISA 전환 납입금에 대한 추가 세액공제 가능 금액은 3,000,000원입니다. 전환금액의 10%와 3,000,000원 중 적은 금액을 적용합니다. 일반 납입금에 대한 세액공제와 별도로 관리됩니다."
Test 32,6차 마스터,시나리오 추론 RAG,최상,Document,PASS,document,success,False,True,18379.1,[],"""정기예금이 만기되어 디폴트옵션 자동 매수 6주 대기 기간(4주+2주)에 들어가 있습니다. 만기 자금 총 3,000만 원 중 제가 1,000만 원만 일반 펀드를 매수하려고 운용지시를 내렸습니다. 이 경우 남은 2,000만 원은 어떻게 처리되며, 디폴트옵션 자동 매수가 그대로 진행되나요?""","• 남은 2,000만 원에 대해서는 지정된 디폴트옵션이 그대로 자동 적용됩니다 .
• 처리 방법: 가입자가 일부 금액(1,000만 원)만 일반 상품으로 직접 운용지시하기 위해서는, 디폴트옵션 증거금(3,000만 원) 중 해당 금액만큼 해지해야 합니다 . 이 경우 해지된 1,000만 원은 수동 매수 처리되고, 나머지 2,000만 원은 사전지정운용방법(디폴트옵션)에 따라 자동으로 운용이 진행됩니다 .","맞습니다. 만기 자금 3,000만 원 중 1,000만 원을 일반 펀드로 운용 지시한 경우, 나머지 2,000만 원은 디폴트 옵션 상품으로 자동 운용됩니다. 이는 가입자가 별도로 1,000만 원을 다른 상품으로 운용 지시하기 위해 디폴트 옵션 증거금 3,000만 원 중 1,000만 원을 해지하면 나머지 2,000만 원은 사전 지정 운용 방법에 따라 운용되기 때문입니다. 

출처: 참고 자료 2, 자주 묻는 질문 시트, 질문 29번"
Test 33,6차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,10360.9,[],"""제 퇴직연금 계좌에 매달 소액으로 가입하여 만기가 매달 반복되는 정기예금 상품이 여러 개 있습니다. 이 경우 매달 예금이 만기될 때마다 6주(4주+2주)의 대기 기간과 적용 통지 절차를 매번 똑같이 거쳐야 하는 것인가요?""","• 아닙니다. 매번 6주를 기다릴 필요가 없습니다 .
• 예외 규칙: 납입 주기 등의 이유로 동일한 상품의 만기가 반복되는 경우에는 최초 만기 도래분에 대해서만 가입자 통지와 대기 기간을 적용합니다 . 그 이후에 돌아오는 만기분은 대기 기간 없이 즉시 사전지정운용방법으로 자동 매수가 실행됩니다 .","아닙니다. 동일한 상품의 만기가 매달 반복되는 경우, 최초 만기 도래분에 대해서만 6주의 대기 기간과 통지 절차가 적용되며, 이후 만기분은 바로 사전지정운용방법(디폴트 옵션)으로 운용될 수 있습니다. 따라서 매달 만기마다 동일한 절차를 반복하지 않아도 됩니다.

출처: 참고 자료 2, doc29.xlsx, sheet 자주 묻는 질문, page 33"
Test 34,6차 마스터,제도 RAG,상,Document,PASS,document,clarify,False,True,46.4,[],"""제가 가입하여 운용 중인 포트폴리오형 디폴트옵션 상품이 있는데, 이번에 정부 승인을 통해 내부 편입 비중이 50:50에서 40:60으로 변경되었다고 합니다. 앞으로 들어올 돈 말고, 제가 이미 계좌에 보유하고 있는 기존 적립금 잔액도 자동으로 이 비중에 맞춰서 재조정(리밸런싱)되나요?""","• 예, 자동으로 재조정됩니다 .
• 세부 규칙: 포트폴리오형 디폴트옵션의 승인 구성비가 변경되면, 가입자가 기존에 해당 포트폴리오로 운용 중이던 기존 적립금 잔액 역시 변경된 비중에 맞게 자동으로 조정되어야 합니다 . 이때 전량 매도 후 재매수하는 것이 아니라, 변경된 비중만큼의 차이분에 대해서만 실무적인 조정이 이루어집니다 .","요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 현재 보유한 상품명.
- 보유 중이신 상품의 정확한 명칭을 알려주시면 수익률·보수 비교를 이어가겠습니다."
Test 35,6차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,11156.7,[],"""투자하고 있던 일반 펀드가 갑자기 청산(해지)되어 제 퇴직연금 계좌로 상환금이 입금되었습니다. 가입 당시에는 몰랐던 현금 유입인데, 이 청산 자금도 예금 만기와 동일하게 보아 디폴트옵션 자동 매수 절차를 밟게 되나요?""","• 아닙니다. 일반 펀드 청산금은 디폴트옵션 자동 매수 대상에서 제외됩니다 .
• 이유 및 기준:
• 가입 당시 운용 기간이나 상환 조건이 명확히 정해져 있는 만기형 펀드나 ETN 등은 만기 시 자동 적용 대상에 포함됩니다 .
• 반면, 정해진 만기가 없어 가입 당시 종료 시점이나 조건을 예측할 수 없었던 일반 펀드 및 ETF의 갑작스러운 청산금은 만기로 인정되지 않아 디폴트옵션 적용 대상에서 제외됩니다 .","아닙니다. 일반 펀드의 청산 자금은 예금 만기와 동일하게 취급되지 않습니다. 

일반 펀드 및 ETF의 경우 만기 시 청산 처리되지만, 이는 디폴트옵션 적용 대상에서 제외됩니다. 반면, 운용 기간이나 상환 조건이 미리 정해진 만기형 펀드 및 ETN의 경우 만기 시 자동으로 상환 처리되어 디폴트옵션 적용 대상에 포함됩니다.

따라서, 일반 펀드의 청산 자금이 퇴직연금 계좌로 입금되더라도 자동으로 디폴트옵션 매수 절차를 밟지 않습니다. 이러한 자금은 대기성 자금으로 운용되며, 별도의 운용 지시가 없는 한 그대로 유지됩니다.

출처: 참고 자료 3, 자주 묻는 질문, 문서 내 '가입 당시 운용기간이나 상환조건이 미리 정해진 만기형 펀드 및 ETN의 경우, 만기 시 자동으로 상환 처리되어 디폴트옵션 적용 대상에 포함됩니다. 반면, 운용기간이나 상환조건이 정해져 있지 않은 일반 펀드 및 ETF의 경우 만기 시 청산 처리되므로, 디폴트옵션 적용 대상에서 제외됩니다.' 부분 참조."
Test 36,6차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,12922.1,[],"""퇴직연금 사업자가 승인받은 디폴트옵션 상품을 변경했습니다. 사업자는 언제까지 저에게 이 사실을 알려야 하나요? 그리고 통지를 받고 제가 아무런 답변을 하지 않고 가만히 놔둔다면, 정확히 며칠이 지난 시점부터 제 계좌에 새로운 상품으로 자동 적용되나요? 날짜 계산의 구체적 기준도 알려주세요.""","• 통지 기한: 사업자는 변경 승인을 받은 날부터 7일 이내에 가입자에게 통지해야 합니다 .
• 자동 적용 시점: 변경 통지를 받은 후 아무런 응답을 하지 않는 경우, 변경 통보를 받은 날로부터 14일이 지난 날부터 변경된 사전지정운용방법이 적용됩니다 .
• 날짜 계산 기준: 14일의 유예 기간은 달력일(역일) 기준으로 계산하며, 변경 승인을 통보받은 당일(초일)은 제외하고 기산합니다 .","퇴직연금 사업자가 승인받은 디폴트옵션 상품을 변경한 경우, 사업자는 변경 승인일로부터 **7일 이내**에 해당 가입자에게 변경 사실을 통지해야 합니다. 

통지를 받은 후 가입자가 아무런 답변을 하지 않으면, 변경 승인 후 **14일**이 지난 날부터 변경된 사전지정운용방법으로 운용됩니다. 이 14일은 **달력일 기준**으로 계산되며, 통지받은 날은 제외됩니다.

따라서, 사업자가 디폴트옵션 상품을 변경한 경우 7일 이내에 통지하고, 가입자가 응답하지 않으면 14일 이후부터 새로운 상품으로 자동 적용됩니다. 이 과정에서 날짜 계산은 달력일을 기준으로 하며, 통지받은 날은 제외된다는 점을 유의하시기 바랍니다. 

출처: 참고 자료 6, doc29.xlsx README, 자주 묻는 질문 시트"
Test 37,6차 마스터,제도 RAG,중,Document,PASS,document+law,clarify,False,True,6352.0,[],"""디폴트옵션 지정 상품이 변경되었다는 통지를 받았습니다. 이때 상품의 위험등급이 올라간 경우와, 위험등급은 그대로인데 단순히 자산운용사만 교체된 경우 각각 제가 금융소비자보호법상 투자성향 분석(적합성 절차)을 새로 받아야 하나요?""","• 위험등급이 상향 변경된 경우: 금융소비자보호법(금소법)상 의무를 다시 이행해야 하므로, 적합성 절차(투자성향 분석)를 반드시 새로 수행해야 합니다 .
• 운용사만 변경되고 위험등급은 그대로인 경우: 금소법 의무를 다시 수행할 필요가 없으므로, 추가적인 적합성 절차 없이 새로운 상품 적용이 가능합니다 .","요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 적용 여부를 판단하는 데 필요한 현재 상황.
- 적용 여부 판단에 필요한 사실관계(예: 중도인출 사유와 현재 상황)를 알려주세요."
